77 69
N0046 ?11?0?1110001??01?01010?1??10110???1100?0?10?00??0?11?0?101?0?0001?0100???110
N0047 1?01?010?1110?1?111??0?0111111?000?0?01?0??0011?10?110??1?10??10?011?0?10111?
N0048 ?000???10?0?1???01??????01010?0??11???0?00000?0?00??01???11101100011?0?1001?0
N0049 1??0010101011????1?110?10?1??0??1?1?1?100????1?11??11010?110?11??0000?1?1?1??
N0050 10??110?00100100??1??0??11101??01110?11?10??1?100??11??00???11?1?100??0??1?01
N0051 0?11??11???11010?0101??1?111101000??1?0?0??1?010??101???0??0010?01?10?1?01100
N0052 11??101???1??0??100?01?1?001?110011011??1110?10?0000?01?1?1010??0?00?10??????
N0053 0???0?0?111??100?1??110?0011??1?110110???101?10????11?10?1?11??????00011?1?00
N0054 ?0?0?1???010110?00?1010?10?0??0?010?110?00111?0?0?11?0?10??00?1???0?10?0??01?
N0055 ?011?11???0?111?11?11?000?0?11000?01?0??01?0??101?101?01?1?00????1?1???1??100
N0056 1010?0?00?01100?1???111??0?0000?0?1??10?11?0??11?00?1??010?1?0???????1?001?01
N0057 00?00?00?10110?????0000?0?10?010?0101???11?0?00??11?1?011?000?0?0101??01??1??
N0058 01??11????100010?0?110?0????001?1?01?10??????1?0??11000010????0?1?00?010?000?
N0059 11?10?1?0110?00?10?1???0101110?11111?11?1?1111??01?000100??0????????110?11?0?
N0060 ??1?0?0?0?1?010?110?011????01?11101?00101?00?0111?011????1000????101???1??011
N0061 110??1?001?0?0?01????1?0000?101011101???01001??0?0??0?1?100?0?001?0??1??11???
N0062 1?01??101???111?1?11101??10??10??110?1?1??0001??01011???01?010?0110111?01??1?
N0063 11?0?001??110??0110????1?0000100?10?01?0100001??001?10101??????0???01?01?101?
N0064 ??0?101?1?1??10?00?10101?01?0001?1011?000010?101111110???1?011??0????1111?01?
N0065 100011?0?1??0?1?01?01?0?000??0?0?0010?11101?11?11?1??1?100?010?1101011?010???
N0066 0001??1??01?1???01?00??001?011????11??01010???0????0?01?101??11011010?0?0?1??
N0067 ?1??1??01001???11??1?0?101?1?0?1?01100??1??010?01?000?001?10?1?00011?1?0000?0
N0068 00?1000?01?1??0???01??0??1?101011??00??0?00?1???1?10?1000001??00?1?0??110100?
N0069 1??0?01110??0??11?001?1001?1??0????11????100101?0??0??11???1?010?1?10?01?0111

Percentual de inderteminacao ('?'): 40
