143 56
N0022 1?010?00101?0?11?0??11?1??01????10100?001?111?000100?0?01?1000????1??11?1001?1??111??11???1?1011??1??0110??0?1?01?0?10?00?1?00??11?0?1??11?10??
N0023 ?0111?????010?0000?0?01011?0?01?00000?11??0000?111?0?0??11111??00???0??10??10100001?1?0???00??1100???0100???10??0?11111?1?11???0?10?1?0?1100011
N0024 010?10?0011?10?1010??11????0?1???0???101???0101??0?01???1?10?01?1101??001????11?01?010?00100?01??1???0111?0??00?0111001?01?111?100??0????????11
N0025 1000??01?0?10?01100??01010?0?0011?11?0?1110001??01?01010?1??10110???1100?0?10?00??0?11?0?101?0?0001?0100???1101?01?010?1110?1?111??0?0111111?00
N0026 0?0?01?0??0011?10?110??1?10??10?011?0?10111??000???10?0?1???01??????01010?0??11???0?00000?0?00??01???11101100011?0?1001?01??0010101011????1?110
N0027 ?10?1??0??1?1?1?100????1?11??11010?110?11??0000?1?1?1??10??110?00100100??1??0??11101??01110?11?10??1?100??11??00???11?1?100??0??1?010?11??11???
N0028 11010?0101??1?111101000??1?0?0??1?010??101???0??0010?01?10?1?0110011??101???1??0??100?01?1?001?110011011??1110?10?0000?01?1?1010??0?00?10??????
N0029 0???0?0?111??100?1??110?0011??1?110110???101?10????11?10?1?11??????00011?1?00?0?0?1???010110?00?1010?10?0??0?010?110?00111?0?0?11?0?10??00?1???
N0030 0?10?0??01??011?11???0?111?11?11?000?0?11000?01?0??01?0??101?101?01?1?00????1?1???1??1001010?0?00?01100?1???111??0?0000?0?1??10?11?0??11?00?1??
N0031 010?1?0???????1?001?0100?00?00?10110?????0000?0?10?010?0101???11?0?00??11?1?011?000?0?0101??01??1??01??11????100010?0?110?0????001?1?01?10?????
N0032 ?1?0??11000010????0?1?00?010?000?11?10?1?0110?00?10?1???0101110?11111?11?1?1111??01?000100??0????????110?11?0???1?0?0?0?1?010?110?011????01?111
N0033 01?00101?00?0111?011????1000????101???1??011110??1?001?0?0?01????1?0000?101011101???01001??0?0??0?1?100?0?001?0??1??11???1?01??101???111?1?1110
N0034 1??10??10??110?1?1??0001??01011???01?010?0110111?01??1?11?0?001??110??0110????1?0000100?10?01?0100001??001?10101??????0???01?01?101???0?101?1?1
N0035 ??10?00?10101?01?0001?1011?000010?101111110???1?011??0????1111?01?100011?0?1??0?1?01?01?0?000??0?0?0010?11101?11?11?1??1?100?010?1101011?010???
N0036 0001??1??01?1???01?00??001?011????11??01010???0????0?01?101??11011010?0?0?1???1??1??01001???11??1?0?101?1?0?1?01100??1??010?01?000?001?10?1?000
N0037 11?1?0000?000?1000?01?1??0???01??0??1?101011??00??0?00?1???1?10?1000001??00?1?0??110100?1??0?01110??0??11?001?1001?1??0????11????100101?0??0??1
N0038 1???1?010?1?10?01?0111?0?01?10101??11??10111???11101?0101000???100?01?0?101?11?101?1111??00?111??1?0100?1??1?1111?01???0???01?111?1??11??10?100
N0039 ?110?1000?1110111??000???1??0?100?11?00????1?????01?0???1101?11?10101?0??1?000????01??1?10?0000???111001?0010011?00??1100?01????1?10?010?01001?
N0040 0?110??00?01000??00000?10??11?1??10?011111?10101101?0111101?0111???010101?1011?1???1?01?11??1?10???1?110????1??011??11?1001???0??0?10?1110010?1
N0041 ????1?1???1??110?100?????00?11?11??1000???0?011?10??110?111??0011?11?010???1??0?011?001001011100??000???0?00?011?0101?01???0?011??01?11110??01?
N0042 1?1?1101100??00??01??1000???011???01?10?10?0010?000?0101?111010??1?01??0??0?00011011?101001?0?0??00000?100000?1?10?101????011?00110??10???0?1??
N0043 0??1?1??0?0???1?11?101??010?1?01??1101000??10?0????110??0??1???1010010?1????11?1?1111?1?01?01?1?00?0??0?00?1110???1011??0???01????????001??????
N0044 11000?110????01?000?10010?0???1???1?1??00010??????0001????00?00???0101?100111????00?0?001??0??0??0?1?10??0??001?01100011??1?100?1?00???1?01?1?1
N0045 ??011?0?1?0??0???01??01?11?1?1?00?01010?1010?0??0?01?????0??1110?000111???00??110??010??101?00?01?1?0??00?10?00??111?101101?10?1?1?1??0?1000??1
N0046 01?11?01?01????000?1?0?1010???110?1??1101100?10?11?1?00010?0??1?01?11010??001011110?1?0110000?10?0?????1100??1??1?10?0???1??01?1?11?10?10?10??0
N0047 0?1??1001?0?111?00011?0?10?0?100?0????10111110???11?1110??000???1????1??10?00?1??01?10?1??10?1?1??01???00??0100??0?10?0?000????00?1??101?0???11
N0048 ???1?000?0?1000??1?0?0?1??1000?0??1?0????0??0000?00??0110?10?1?1?1????1???01?000000?1????00?10?01??1??110??0?10?000?1?10?11??10??1?1?011?00????
N0049 ?1???????1?0001111?1?1??00??00011???1100010111??0100???11001?01?110??0?0?000000011???1??110?0?11?011??100????0??0???1??1?111?????1??0?10?01?000
N0050 ?100?1?1100?1111?11?0?0???0110000?101?0011001?1000??0?1?01??1?0????0?00?110?00?01101??1??101?00101??0?1000?011?1??0??10?0?10??101111?110?1?1?00
N0051 ?010?0?100?1?01?1010?0???0000111?1?0010?????10??011?1?1??11101?0?1111?1?0111010110?01110?11101?01??0???1000?0101010???1?1?111111?00000?0?1???10
N0052 1011?010?01?0?0?1100?0??101?001??100111000???001001100111??0?????110?100111??0??1???10??0?0?10011??????11?0??1?0?101?011?1?1??1?0??0?11001?01??
N0053 1?11??1??01?1?0?1???????1100?1?1????110?1110???0?1?011??11001?1?1?10010??110?01??1?001?100001?11??1??1110?1?0?1010?0??00???1?1?110????11??0?110
N0054 1???00?0?0111??0101?0101011???11100?00?0??11?01?01?0????10???10?0011???00?0??0?01??01???01001??101?0??01?101?0000000??0??0?110?11??1?11?0?1110?
N0055 ?00101??1?1?1?01??0?0000??????10??111101?110???100?10?011?00??011?0?101?011?10110???001?11?1????11????10111??0??110?0?1?01?101??0???0101????010
N0056 100???01?111100?101101??1???1001??1?1??01?1????0?0??101000?01100??0?0?000???10??00?010?1?1?1?0?0?01?01?0??00?0????1??11?11??1110?0??1100??0????

Percentual de inderteminacao ('?'): 40
