97 50
N0041 1??11?0?000???1???0?1???01??????01010?0???10??0?00000?0?00??0?0??1?11??10?0011?0?10??1?01??001010
N0042 1011????1??01???0??1??0??1?1?1?1??0????1?11??11??10?110?11??0??00?1?1?1??10???10??001001??0??1??0
N0043 ??11?1??0?01110?11?1????1?100???10?0??????101?10????0??1?010?11??11???11010?0101??1??0111?1000???
N0044 00?0??1?01?????0?1???0??0010?01?10?1?0?11?0?10?101???1??0??1?????01?1?001??11?011??1?0?1110?1???0
N0045 ??00?01?1?101???????00?10??????0???0?0?111??100??0?110?0011??1?11???11????1??1?10????11?10?1?1?0?
N0046 ????00011?1???0?0?0?1???010110?00??1?10?10?????0???10?110?00?1100?0?11?0?10??0???1???????1??0??0?
N0047 0?011?11??????111?11?11?000?0??10?00?01?0??01?0???1?1?101?01?1?00????1?1???1??1001010?0??????0?11
N0048 ?0?1???111??0?00??0????1???1??11?????11?00?1??01???1?0???????1?00?00100?00???0?10110???????00???0
N0049 ?1???01???0101???11?0?00??11?1?0?10000?0???1??1??01??1????1???00???10??010?0?110?0??????01?1?01?1
N0050 0???????00??11000010???????1?0???010???00?11?10?1?0110?00?10?1???0101110??0011011?1?1111??01???00

Percentual de inderteminacao ('?'): 50
