151 47
N0021 11?100001?1?00?00??1100???0100???10??0?11111?1?11???011??1?0111?0011010?10?0011?10?1010?010???0?101????101??10010?0?01???100001011100?010??11?01?010?00
N0022 100?01??1???0111?0??00?0111001?01?111?100??00??00111000001?011??01100??01010?01?011?11?0?1110001??01?01010?10101100?1100?0?10?0000?1110101?0?0001?01000
N0023 ?11010?11?10?111010111001?111111?000?0?01?0??0011?10?110??1?10??10?0111010111??000???10?010??01??????01010?0?010??01?0000?0?00?100??11101100011?0?10011
N0024 1011?101010110?10110?10?1??001?1?1?100?0?1?11??11010?110?11??0000?1101??10??110?00100100?101???11101??01110?11?1001?100??11??00???11?111?0??0??1?010?11
N0025 ?110?111?10?0101??1?111101000??1?0?0?10010?001000??0010?01?10100110011?1110??10001001?1?1?0010111?11011??111010000001101?101000?00?10?????1????0?0?111?
N0026 ?100?1??110?0011??1?1101100?101?100011?10?1?110????00011?1?001?1010?0101101101010?10?0??0?010?11011?111100?11?0?10??0010?0010?0001??011?11???0?11111011
N0027 1?00?0?11000?01?0001?0??101?101?01?1?000??110??101001010?0?00?01100?1??1110?0110?0?0?1??10?11?00111?010?010?11??0?0?1?001?010011??00?101100???0000?0?10
N0028 ?010?01010?11?01?0011?1?011?000?0?0101??01??1?010?11????1000101??110?0?00?011001110?????1?0011000010???001?00?010?000?11?10?1?0110?00?10?1??111?1110000
N0029 11011?1?1111?110000100??0???001010111????11??0?0?1?010?110?011????01?11101?00101?00111100110?011?0???11?1?01??011110??1?001?00001???100000?101011101??1
N0030 ?1001?1??000?1111??0?0010010110??1100?101000101?11101??10??10?11001?1?1?001??01011???01?010?01101111?1??1?11?0?001??110??0110?0?1?000010010001?0100001?
N0031 ?001?101010??00???01?01?101?00?101?1?1??10?00?10101?011?001?10111?00010?101111110010011??0?0?1111?01?100011?0?1?1??1?01?01?01?00??0?0?0010?11101?11?11?
N0032 1??1?100?010?1101011?01001?001??1?1?1?10?01?000001?011????11001010???0??00?01?101011011010?0001???101??01001???11??1?0?101?1?0?10?1100??10010?01?000?00
N0033 1?10?1?00011?1?000011?0?10001?110?0???0100?10101011??00??0?00?1??1010?1000001??00100?111?100?1??011111???001111?1111?1?1??0????11????100101?0??0?110??1
N0034 ?010?1?10?011?111?0?01?10101??11010111???11101?0101000???100?01?0?101?11?101?1111??00?11101?0100?101?1111?01?000?01?111?1??11??10?100?110?1000?11101110
N0035 000?01?1?111011?00????1?0??01?0???1101?11?10101?0??1?000???000?1?10?0000???111001?0010011?00??11000?1???1010?0101?1001?0?110000?01000??00000?10??11?101
N0036 0111111010101101?0111101?0111?0010101?1011?1?01?01?11??1?100?1111?????1??011??11?10010?0?1010?1110010100?1?10?1?1110100???000?11?1101000???0?01111???11
N0037 0?111??0011?11?010??1010011?001001011100?1?00??0??00?011?01010?10?0?011001?11110001?1?1?1101100??00??0101000???011???0111??1011?10?000?0101?111010??1?0
N0038 100??0?00011011?101001?0?0??00000?100000?111??101?00?111?0110010???010?001?1??010??1?1111?1??010?1?01?111111101100???111???001???1010010?1?01101?1111?1
N0039 ?01?01?1?00?0??0?00?11100?101100???01?0?0??001??0??11000?110????01?000?100101????1???1?1?11?010??????0001?0?0011????010111?0111????001?1110?000??0?1?10
N0040 000001?01100011?10100?1?000?1?01?1?1??011?0?1?000???01001?11?11000011?10?1010?0??0?01??010?1110?000111??11???110??010?11?11?0?01?1?0??00?10?00??111?101
N0041 101?10?1?1?1??0?1000??101?11?01?01????000100?10100?110?10110110011?1001?000101??1001?110100001011110000110000?10?00???1100??1??111?00?10?01?1?11?10?10?
N0042 10000?101001?0?1110?0011?011??0?100?0??0101111100?11?1110??000???10??1??10?00?100111?1011??1?1??01?000??0100?10100??0000??00?1??1011??011?01?0001010000
N0043 1?0?0?1??1000?001?0????0??000001???01101101101?0?1???01?00000010???0000?1?1?10?110?1?11??000?1?10?11?110?1?1?011?00??0?1?0001111?1111?1?1??00??00011?01
N0044 100010111?100?0??010?01?01?110??0?0?000000011???1??110?0?11?01101000??0??0???1??11100???10?010??01?000?100?1?1100?1111?11?0?0?00110000?101?0011001101?0
N0045 ?1?1001?100????001?101??00?01101??1??101?00101??0?1000?011?1??0??10?011??0111000110101110010?010?0?1?0111?10?0???0000111?1?00100???100011101??11101?0?1
N0046 111?1?0111010110?01110?11101?01??0???1000?0101010???1?1?111111?00000?010?11?1011?0100?1?0?0110?01???1011?01??10011100001?01001100111??0?????110?1001110
N0047 0??1???10??0?0?100110?0?11?0??1?0?101?011?1?101?0?1??11001?01??1?110100110000??001100?1?1????110?1110???0?11?11??11001101?100100110010?11?01?100001?11?
tread
Percentual de inderteminacao ('?'): 30
