113 65
N0031 1?1001?100??11??00???11?111001???1?010?11011??111?10?0101?10111101000011??0?100100101?00??0010?01?10100110011?111
N0032 0010001001?1100010111?110110111010000001101?1010001?0?10?001??0010111??100?1?11100011??1110?1100?101?100011?10101
N0033 100??00011100010010?1?101101101010?10?0??0011011011?111100110011???0010?001010100?011110?0??111110111?00101100011
N0034 000011001?1?101?0110000??110?10?1001010?0?00?0110010?1110?0110?0?010?10?11?00111?010?010?11?0?0??1?001?010011?01?
N0035 11111?00?0000?0?101?10?01010110011011011?1111100?0101001??1001011?011?001010110?0?00?0110011100???1?0011000010?00
N0036 01?00?010?00011010?1?01101101010?111?111000011011?1?1111?11000010000?00010101110011??0?0?1?010?110?011?0?011110?1
N0037 ?00101?00111100110?011?00?11?1010?01111001?0011?00010?1000001110?11101??111?01?1??00010100?010?1001011001100?1010
N0038 0010111111010011?0110?110110?1??01011??110010?0110111110?11100?0010110??01100??11?00010010001?0100001??001?101010
N0039 ??000?01110101?0011?1?1?1010100101011100001?10111111?10?101111110010011?1??0011100111011100?1?1??1?01?01?011?000?
N0040 0?0010?111011101110?1?100?010?1101011?01001?001?101?1?10?01?0000011110???11001010??1??0100111?1011011010?0001???1
N0041 01001001???1101?0?101?1?0?10?1100010010?010?001?0111?1000011?1?0000111010001?110?0?00100011111?11000??0?00?1??101
N0042 0?1000001000100?111?100?1??011111010110001111?1?100?0?110??10010110?0?110??1?0100010?01101100?01110110?110101110?
N0043 111011?101000???1001?1?0?101110101?1111000?1110101110101?1111110000?01?11100110?10?1001110100011110110111001?1?11
N0044 1011?00???100001?0???1101?11?10101?0??11?00???0001010?00000?111001?0010011?00??1100010??1010?0101?1001?0111011??0
N0045 1000??000001101101010111111010101101?0111101?0111?0010101?10111001?01?11??1?10010110????1?1110?11?100101??1010111
N0046 01?10100?1?10?1?1110100???000?11?11010000?01110100110?111??0011?11?010?01001110001001011100?1?00??0000?011?01010?
N0047 10?01100?01?11110001?1?1?110110000000101000?0011???0111??1011?10?000?01011111100100100?1000011011?101001100??0000
N0048 001?00001010?101000111?01100100?010?001?1??010??1010101??010?11?1?111111101100??0110??0010?1010010?10?1101?1111?1
N0049 01001?1?00?0?1??00?11100?1011000?01?000?001??0??11000?1100?100000?1001010??10?1?1?11?0100??00001?01?011?0?010111?
N0050 0111??0001?1110?000??0?1?10000001?01100011?10100?1?0001001?110?011?010000??110?01?11?11000011?10?1010?0?0001?0000
N0051 1110?000111??11??100???010?11?111001100?1?011??000111?101101?10?1?1?100?1000?111011?01?01?0?000100?10100110010110
N0052 11001101110000101??1001?110100001011110000110000?10?00???110001?10100001?1?11011?1000??1000010111?1?0?1110?0011?0
N0053 11?1010010?0101111100?11?1110??000???10?10?10?00?10011101?11??1?1001?000?110?0?10100?011001?0?10101100110?1?00010
N0054 100001?0101??1000?0011???00??000001???01101101101?0?1??1?1?00000010???0000?11010?110?1?11??000?1?10110110?1?1?011
N0055 ?00?001?0001111?1111?1?1??00?1?00110111?0010111001000010?011?11110?0?01?000000110?1?111??011001101000?101?0?10111
N0056 00?010?010001?000?100101100?1111?11?0?0?00110000?10111?110011011??1?1001?100????001?101??0001101010?101?00101??0?
N0057 100000101?10?100010?0111000110101110010?010101?01111100?00000111?1?00100?0100011101011101?0?1111100111010110?0111
N0058 0?11101?01??00011?0?0101010?0100111111?00000?010?11?1011?0100?1?0?0110?01???1011?01??100111000011111?1100111000??
N0059 ?110?10011100??1???1000?0?100110?0?11?0??1?0?101?01110101?000?11001?01??1000001101?0000001100?1?1?0?110?1110???0?
N0060 11?11?111110110100100110010?11?01?100001110101111?10010?101???00???1?1?1100?100?0?1101?0001??0111??0101?0101011?0
N0061 111001?0?0011?01?011??0?100?1011110?00?10?0?01001???01001??101?0??0111?111?0000000?00110110?11100?111000010101?1?
N0062 1?01001111000110?111101?110?0100?101110000011?0?10111101011001?0111010011????10111?1?0110001?01?10100?00101????01
N0063 01000110111100?101101??1?01001??110?0110???0?001010001?1100??0100000110?00?010101?1100?01?01100?0?00?10?11?11?111
N0064 10001100??0?0?1?101?000?010??00101101??0?000101?11?011?000??1??01?100000?1101001000?001011100?011??1?1?1?11001100
N0065 ??0000111?10?01?111101?00??0??01?0?1110?0010?00000?101?11?10?00111101010001101??11100?001?1?00001101?1???000010??

Percentual de inderteminacao ('?'): 20
