119 57
N0016 ??110?0???0?1?0???1000000?0???11010?011?01?101???10??1?1???01????0?000??11????0010??01110?????0????0??1?01??01001?1?00?
N0017 ???1??1????0?0?????1?0?1??0?100?11?0??01?0??1111????0??????0?00?1???1?0?01?10?1????0?1??1???1?01?11????1??0?110?11??1??
N0018 ????0????1?010??0?00??10?1?11?110?1?????0?1???0???00?001???1???1011?01?01??0?0???1?0?111?000?1?1????10???1?00?????0???0
N0019 ??1?0???0??1?010?0?00?100?1?001????11?0??001?0011?11?01?10?0?1??01??0??0??00??10??0???0????1???111?0?????1?111?????01?1
N0020 ?1?0?0?1001001001????11010000?1000???1?11011111?0001001?0101?10?0?0?100??101??0???1??????0??10?0????11?0?11??10?101?010
N0021 ????0?1?0?1??0011??0?1?0?1?????1??01??01?1??01?11?1?0111?100?111?0???1??110?0??011?0??0?0?0??1??1?01?1?0?1?0???1000111?
N0022 ?0001?1??1?1??0?10??11?01?1?100?00??0???11?0?1?0?1???11??0?1??1?01101?1???00?????01000?1110?0???0??0????0???0?001?11??0
N0023 ?10?0?0111??0?1?0111?10?10?101??00?00?0?111?0?01?????011001?0?0?????????001???????0?1?0?0????0??0??1??1?000?1?0????001?
N0024 011??0??110???10??1?1??0?0?1?0011?0???10?00??1111???1??1??????1000?1????11011???1101?000?101??0????101??101????0?0?00??
N0025 ??0?????01??1?0??????101?1101??0???111?0??0?0?11?0??0?0?011??0?0???00??1?0???1???1???????111?011??0???0??0??0?10?01101?
N0026 0?0?11?1?1?0??0?0??0??110?1?01??000?1????????1?00?0?1?000101?0010?000??101??1?1011?0??1???101??0?11?1?0?1?????0??01??0?
N0027 ???11?00?10??????1??1?0???01??1?1?0??10?1??011001??0?100??1010101???111???1111111???????0??01?111?0??1?1??110????11001?
N0028 ?110?11???11?010?00101?????100??11??0?01????10100?????1?111?0001??0?0?01?1000?????0?1?01001?1??11?0?11????01011???0???1
N0029 10??0?1???1?0?1????????1?0????11?0?1??11?10???0111?????010???000?0?01011?0???1?0??000?1?0???000??1100?0??111?10?00???0?
N0030 ?10??1010??001?1??????00???11??????0100???10??0?11111?1??10??0?10?1?0?110??011??1???10?0011?10?1010???10???0??0??0???10
N0031 ?0??0?0?1??0?0?0??1??0??01??11?1????01????11???1?010?00?1?0?01??1???0111?0????0???111????1?01?111??1?0????????????11100
N0032 0??01?0?10?0?11?0??01010?0?0011?11?0??111?001?????0??1010??0?10?11????110???0?10?00??0?11?0?101?0?0001???100???1101???1
N0033 ?010?1110?1?111??0?0111111???00?0?01?0????011??1??11?????010??10???11?0?1??11?0?000???1???0?1???01??????01010?0???10??0
N0034 ?00000?0?00??0?0??1?11??10?0011?0?10??1?01??0010101011????1??01???0??1??0??1?1?1?1??0????1?11??11??10?110?11??0??00?1?1
N0035 ?1??10???10??001001??0??1??0??11?1??0?01110?11?1????1?100???10?0??????101?10????0??1?010?11??11???11010?0101??1??0111?1
N0036 000???00?0??1?01?????0?1???0??0010?01?10?1?0?11?0?10?101???1??0??1?????01?1?001??11?011??1?0?1110?1???0??00?01?1?101???
N0037 ????00?10??????0???0?0?111??100??0?110?0011??1?11???11????1??1?10????11?10?1?1?0?????00011?1???0?0?0?1???010110?00??1?1
N0038 0?10?????0???10?110?00?1100?0?11?0?10??0???1???????1??0??0?0?011?11??????111?11?11?000?0??10?00?01?0??01?0???1?1?101?01
N0039 ?1?00????1?1???1??1001010?0??????0?11?0?1???111??0?00??0????1???1??11?????11?00?1??01???1?0???????1?00?00100?00???0?101
N0040 10???????00???0?1???01???0101???11?0?00??11?1?0?10000?0???1??1??01??1????1???00???10??010?0?110?0??????01?1?01?10??????
N0041 ?00??11000010???????1?0???010???00?11?10?1?0110?00?10?1???0101110??0011011?1?1111??01???00100??0????????1?1??11?0???1?0
N0042 ?0?0?1?0?1??110?011????01?111??1?00101?00?0111?011?????1?00????101???1??011110???0??01?0??????1????1?00??0?101??11101??
N0043 ?01001??0?0??0?1?100?0?0??1?????1??11???1?0?0?10?0???0101?11101??1????10??11???1?1??00??1??01011???01?010?0110?11001??1
N0044 ?11?0???01???11???0?11?????1?0000100?1???01?0100001??001?10101??????0???0?001?101???0?101?1?1??10?0???10101?01?0001??1?
N0045 ?100000?1???1?1111110???1????10?0?????11100?010??011?0?1??0??001???1?0?000??0?0?0010?1?11?1?11?1?01??1?100?0?1??1101011
N0046 ???10???0001??1??01?1???01?00??001?011????11??01??10???0????0?01?101??11011010?0????1????0??0?01??01???11??1?0?1???01?0
N0047 ?1???1100??1??010?01???0???0??1?10?1?00011?1?00??0?000?1000?0?01??0???01??0??1?10101?0???????0?0???1???1?10?1000001??00
N0048 ?1?0??110100?1??0?01110??0??11?00?01001?1??0????11????100101?0??0??11???1???10??010?01?0?1100?01?10?1?1??1?0??0?111???1
N0049 11??1?0101000???10???01?0??1?1?11?1??1?1111????0?111??1???100?1??1?1?11001???0???01?111??0?11??10??1????110?1??00?1110?
N0050 110?000???1??0?100?11?0??????1?????0?00???110?011??1?101?0??1?000???????0?1?10?0????0???1?11?01?0010011?0????1100???1??
N0051 ??1?10?010?010???00?110??00?01000????0000?10??11?1??10?011111?10?1?1101?0111?1??0??1?10??0?0?101?1011?1???1?01?11??1?1?
N0052 ????1?110????1??011??11??0?01???0??0?10?111??010?1?????01???1??110?100???????0??1011??100?????0?011?10??11???111??0???0
N0053 011?0?1????1??0?011?0??1001??1?10?0??00????????00?0?100101???1???0?01?0???1??1111???01?1?1?1101100??00??01??1000???01?0
N0054 ??01?10??1??0010?000?0101?11101????1?01??0??0?00011??11??1??1?01?0?????00000??1?00??0?1?10?101???????1000?11???10??????
N0055 1???????01?????0???1??10101??010?1?01??1101000??10?0????110??0??1???10?1?010?1????11??0?11001???1?01?1?00?0??0???0??111
N0056 ????1??1?0??????01????????0??1??????110??0?110????0?00??0??1?010?0???1???1?1??00010????????001????00?00???0101?10011?0?
N0057 ??00?0?001??????0??0?1?10??0??00?0011??0011??1?100?1?00???1?01?1?1??011?0?1?0??0???01??01??101?1?00???1010?1??10?0?????

Percentual de inderteminacao ('?'): 50
