147 64
N0025 1??1???10?0011?10?1010???10???0??0??0???10?0??0?0?1??0?0?0??1??0??01??11?1????01????11???1?010?00?1?0?01??1???0111?0????0???111????1?01?111??1?0???
N0026 ?????????111000??01?0?10?0?11?0??01010?0?0011?11?0??111?001?????0??1010??0?10?11????110???0?10?00??0?11?0?101?0?0001???100???1101???1?010?1110?1?11
N0027 1??0?0111111???00?0?01?0????011??1??11?????010??10???11?0?1??11?0?000???1???0?1???01??????01010?0???10??0?00000?0?00??0?0??1?11??10?0011?0?10??1?01
N0028 ??0010101011????1??01???0??1??0??1?1?1?1??0????1?11??11??10?110?11??0??00?1?1?1??10???10??001001??0??1??0??11?1??0?01110?11?1????1?100???10?0??????
N0029 101?10????0??1?010?11??11???11010?0101??1??0111?1000???00?0??1?01?????0?1???0??0010?01?10?1?0?11?0?10?101???1??0??1?????01?1?001??11?011??1?0?1110?
N0030 1???0??00?01?1?101???????00?10??????0???0?0?111??100??0?110?0011??1?11???11????1??1?10????11?10?1?1?0?????00011?1???0?0?0?1???010110?00??1?10?10???
N0031 ??0???10?110?00?1100?0?11?0?10??0???1???????1??0??0?0?011?11??????111?11?11?000?0??10?00?01?0??01?0???1?1?101?01?1?00????1?1???1??1001010?0??????0?
N0032 11?0?1???111??0?00??0????1???1??11?????11?00?1??01???1?0???????1?00?00100?00???0?10110???????00???0?1???01???0101???11?0?00??11?1?0?10000?0???1??1?
N0033 ?01??1????1???00???10??010?0?110?0??????01?1?01?10???????00??11000010???????1?0???010???00?11?10?1?0110?00?10?1???0101110??0011011?1?1111??01???001
N0034 00??0????????1?1??11?0???1?0?0?0?1?0?1??110?011????01?111??1?00101?00?0111?011?????1?00????101???1??011110???0??01?0??????1????1?00??0?101??11101??
N0035 ?01001??0?0??0?1?100?0?0??1?????1??11???1?0?0?10?0???0101?11101??1????10??11???1?1??00??1??01011???01?010?0110?11001??1?11?0???01???11???0?11?????1
N0036 ?0000100?1???01?0100001??001?10101??????0???0?001?101???0?101?1?1??10?0???10101?01?0001??1??100000?1???1?1111110???1????10?0?????11100?010??011?0?1
N0037 ??0??001???1?0?000??0?0?0010?1?11?1?11?1?01??1?100?0?1??1101011???10???0001??1??01?1???01?00??001?011????11??01??10???0????0?01?101??11011010?0????
N0038 1????0??0?01??01???11??1?0?1???01?0?1???1100??1??010?01???0???0??1?10?1?00011?1?00??0?000?1000?0?01??0???01??0??1?10101?0???????0?0???1???1?10?1000
N0039 001??00?1?0??110100?1??0?01110??0??11?00?01001?1??0????11????100101?0??0??11???1???10??010?01?0?1100?01?10?1?1??1?0??0?111???111??1?0101000???10???
N0040 01?0??1?1?11?1??1?1111????0?111??1???100?1??1?1?11001???0???01?111??0?11??10??1????110?1??00?1110?110?000???1??0?100?11?0??????1?????0?00???110?011
N0041 ??1?101?0??1?000???????0?1?10?0????0???1?11?01?0010011?0????1100???1????1?10?010?010???00?110??00?01000????0000?10??11?1??10?011111?10?1?1101?0111?
N0042 1??0??1?10??0?0?101?1011?1???1?01?11??1?1?????1?110????1??011??11??0?01???0??0?10?111??010?1?????01???1??110?100???????0??1011??100?????0?011?10??1
N0043 1???111??0???0011?0?1????1??0?011?0??1001??1?10?0??00????????00?0?100101???1???0?01?0???1??1111???01?1?1?1101100??00??01??1000???01?0??01?10??1??00
N0044 10?000?0101?11101????1?01??0??0?00011??11??1??1?01?0?????00000??1?00??0?1?10?101???????1000?11???10??????1???????01?????0???1??10101??010?1?01??110
N0045 1000??10?0????110??0??1???10?1?010?1????11??0?11001???1?01?1?00?0??0???0??111????1??1?0??????01????????0??1??????110??0?110????0?00??0??1?010?0???1
N0046 ???1?1??00010????????001????00?00???0101?10011?0???00?0?001??????0??0?1?10??0??00?0011??0011??1?100?1?00???1?01?1?1??011?0?1?0??0???01??01??101?1?0
N0047 0???1010?1??10?0?????01?????0??11?1??00??1?10??00??1?0???010??101?00???1?1?0??00?10?00??111?1011??1?10?1?1?1??0?1??00??101?11?01?01????00???1?0?101
N0048 0???11???1???01?1100?10?1?01?0??01???0??1?01??11?10??001011110??00110000?10????????1100??1??1?10??????1??01?1?11?1????0???1???00?1??1001?0?111?????
N0049 011????10?0?100?0????10111110???1?01110????00???1????1??10?0???1????1?10?1??10?1?1??0?0????0??01??0??0?10??????00????00?1??101?0???1?0??1?000?0?100
N0050 0??1?0?0?1??100???0??1?0????0??00??0???0??0110?10??01??0???1???0?00??0??00?1????0????0??01??1??11????0?10?000??010?11??10??1?1?011?00?????1???????1
N0051 ?0001111?1?1??00??00011???11000101?10?0?0?0????10?01?01?110??0?0?000000??11???1??110????11?01?0?100????0??0???1??1?11?0????1??0?1???01?000??1?0?1?1
N0052 100?111?011?0??????0110000?10?00011001?1??00??0?1?01??1???????0???0?1?1??00???11??1??1??101?00?0?1??0??0?00????101??0??10????10???1?11?00110?1?1?00
N0053 ?010?0?1??0?1???1?1010?0???0000111?1???0?0??????10??011?1?1??11?1?1????1111?1?011?1?1??110?01?11??11?1?1???1??0????1?00?01010?1????1??0111?11000000
N0054 ?0?1???10?1?11?0?1????1????0?11??0?0??101?001??1??0111000???001001100111??0??????01??100?110?0??1????0???0?0?10011??????11?0???0???101?011?1?1??1?0
N0055 ??0?11001?01??1??00??0?01?1?0??0??????1100?1?1????110?1?00????????0011??11001?1?1?10???1???110???1??1?001?1????00?011??1??1110?1?0?1??10?0??00???1?
N0056 ?0110????1?0?0?11??1???00?0???111??0101?010?1?11???1110???00?0???1001?0?00????1?????10?0011????????0??0?01??01???01001??101???????1?101?00000??0??0
N0057 ??????11??11??1?11?0?1110??00?1?1???01?1???1??0?0000??????10??11?11??0110???100?10?011?00??011?0?101?011??1?110???00?011??0???11????10111??0??110??
N0058 ???001?101??0???0101????010?1?0???01?111100?10110?0?1???1001??1?1??01?1????0?????101000?01100??0?0???0?????10??0???010?1?1?1?0?0?01?01?0????0?0????
N0059 1??11?1?0?1110?0??1100??0?????01???00??0?0?0?????0?0?1101??0?0??0?1?1??10011?????0??1????1?100????0??10?1001????0?0???1?1?01????011???01??01100?00?
N0060 0??000011?010?0?0?1011??000??0??01?0??111????0?1??0??000?101??10?0??0??11?01?101??001?1?1??111??0?001?1?0??????1101??0??000??1????10??0??0000?0??01
N0061 00110101??0?1?0?00?1???0?1?011?00?011?0??00?00?0???????011?1??00?1??1????01?????00?010??1????0?1?0??0??0????1??0???1???0?00??001?0?1?0???01?1??0000
N0062 ???11?110111?101010?1?????1?100????1??1???101?11?111?1?1?????1?1010???10?1??0?0?1?0??1110????011000??11?1???0?1??111?0???1???10?001?0110?1?10011100
N0063 101??0??1?1?0????1101010??????1?000100???1011????0????1010?11?0?100??110???00011??1?0??0???????1101?1?????000??1111??0??1?00??00???0?0?1?0111110?00
N0064 ?1????0??0???11?0??0???0?0??10????0???11??0?10?100?1??0????001?0?0??0??01?00?1?010000???0?10?11?01110??011?1????1??0?001100?0?1????0???01???0?001?0

Percentual de inderteminacao ('?'): 50
