159 71
N0032 0011?00??1100010??1010?0101?1001?0111011??01000??000001101101010111111010101101?0111101?0111?0010101?10111001?01?11??1?10010110????1?1110?11?100101??101011101?
N0033 10100?1?10?1?1110100???000?11?11010000?01110100110?111??0011?11?010?01001110001001011100?1?00??0000?011?01010?10?01100?01?11110001?1?1?110110000000101000?0011?
N0034 ??0111??1011?10?000?01011111100100100?1000011011?101001100??0000001?00001010?101000111?01100100?010?001?1??010??1010101??010?11?1?111111101100??0110??0010?1010
N0035 010?10?1101?1111?101001?1?00?0?1??00?11100?1011000?01?000?001??0??11000?1100?100000?1001010??10?1?1?11?0100??00001?01?011?0?010111?0111??0001?1110?000??0?1?100
N0036 00001?01100011?10100?1?0001001?110?011?010000??110?01?11?11000011?10?1010?0?0001?00001110?000111??11??100???010?11?111001100?1?011??000111?101101?10?1?1?100?10
N0037 00?111011?01?01?0?000100?1010011001011011001101110000101??1001?110100001011110000110000?10?00???110001?10100001?1?11011?1000??1000010111?1?0?1110?0011?011?1010
N0038 010?0101111100?11?1110??000???10?10?10?00?10011101?11??1?1001?000?110?0?10100?011001?0?10101100110?1?00010100001?0101??1000?0011???00??000001???01101101101?0?1
N0039 ??1?1?00000010???0000?11010?110?1?11??000?1?10110110?1?1?011?00?001?0001111?1111?1?1??00?1?00110111?0010111001000010?011?11110?0?01?000000110?1?111??0110011010
N0040 00?101?0?1011100?010?010001?000?100101100?1111?11?0?0?00110000?10111?110011011??1?1001?100????001?101??0001101010?101?00101??0?100000101?10?100010?011100011010
N0041 1110010?010101?01111100?00000111?1?00100?0100011101011101?0?1111100111010110?01110?11101?01??00011?0?0101010?0100111111?00000?010?11?1011?0100?1?0?0110?01???10
N0042 11?01??100111000011111?1100111000???110?10011100??1???1000?0?100110?0?11?0??1?0?101?01110101?000?11001?01??1000001101?0000001100?1?1?0?110?1110???0?11?11?11111
N0043 0110100100110010?11?01?100001110101111?10010?101???00???1?1?1100?100?0?1101?0001??0111??0101?0101011?0111001?0?0011?01?011??0?100?1011110?00?10?0?01001???01001
N0044 ??101?0??0111?111?0000000?00110110?11100?111000010101?1?1?01001111000110?111101?110?0100?101110000011?0?10111101011001?0111010011????10111?1?0110001?01?10100?0
N0045 0101????0101000110111100?101101??1?01001??110?0110???0?001010001?1100??0100000110?00?010101?1100?01?01100?0?00?10?11?11?11110001100??0?0?1?101?000?010??0010110
N0046 1??0?000101?11?011?000??1??01?100000?1101001000?001011100?011??1?1?1?11001100??0000111?10?01?111101?00??0??01?0?1110?0010?00000?101?11?10?00111101010001101??11
N0047 100?001?1?00001101?1???000010??1000??00001???010011010100100?0010??0?1111000?0111?0001?0?0??0011101?110101?0?01001?01?10?10??1?100?1010??101??0101?1?00001?0100
N0048 0?01?1?1?0000110110111?10101010??0111?0?0?1?10?11?1?11?11110100101010?01010?01??1?001110?0?011000?110101?1011100???10?101?01?0110101001110010100?10110?01101010
N0049 0??0111?0100?01011?0?00??1010110011?001100?0001101?0??00??0?110110000000111100011?0?11000?0?1?01111101101000000110000?00101100?001101010?10010?00?1?011?1?00?1?
N0050 11?01001000001??10?11?01110?1?11?10??1?1??001100101000??110??0?001?010?10011?01111??00?0100??001110?1110110?000001?11?001000100000???000010100000010?01011100?0
N0051 001101111111?0??100?11???1?1100100000000??00101011?100100010????00000010010001???01?10?100010?00101111110011010100?00111000111010?10101100011??0?0100??100?1??0
N0052 1?1?01111100000101?0?10010?11?010??1?000??0001?11011111?0101?100?10?11?10111?1?10?110?11000??1011010101?10101011?11?101?00100001110100100?0011?1?001011100010?1
N0053 0?110?11110???0?0100001?1000100?00?001?100?01?0011?1?0?11?11000101?011??0?10?110?011?110110101?1??0?100110000001?110101000?0010011010101?10111001?011110??11100
N0054 000?01011011010?011100001111011?1?111110?1010?01000100101?0??000000000?010?00?11000?10010100101010001??11000101000001011???01010?01000?10000111?11?1?01001?1110
N0055 000000?01101111?0101101100010101?01?1010?011101???11001?010001?0100?00??1??00?011101?110001010?1?1110?1011?00???001011???1011011110?0111011?011?10000011?001?01
N0056 11111111000110111010010111011110??0?01?1010100?0111?0101011?01011000?10011100????111111110??001?10?11000111111?11?11110000001101101?1110111?00??0??01??1?101100
N0057 11?101??011?00000?11?1?101011?0?010?00?1111?1??1?1100?100000000010011?010??0001001110100101000?1?01?1100110101111110111100?010?00100?0101000?01?111100?0100?0?0
N0058 0?1100001?10100101?001?1111101111011?010010001111100010000100000001010010000?001???000011?00011?1?00100?00?1?10?1?00?100?11001001011?00?11?001?10111000???01101
N0059 01100?00101101000111?1000??1??001011???1?00??0?101???1001010??0100010010100?0001011101110101110?010010011101?0110?01?0?0?0000110?1000010001001?1010001010010?1?
N0060 1111??001001010?11100?01?0111011111111100011?1?0?0?10110010100?11010?0???000?0?10010?010?0?10000101?0110101?00111?0?10110010010?111?10?00?10001?101111100??1101
N0061 0001?0000101011??1?101?01?001011?101?1100?10101?01101?1011001110?00?00101?01000?100010000010011111011?10?0?0?1??1?11010?000110100111?11011110?1101??1?1?010?0?0
N0062 1111010110?1?101??00?000?110?0?0000110110000?110100010110?1?0100000?00?0110??1101001?0?0011?011011???01?110??01?1?01100?00?1011?100?0?000111??010110?101?1??000
N0063 ?0?0?101??10001?1?0000?0010?111??1?1000001100011010111?1?11?010001?0?0?1010??01110001110011110?00101?0100??10110100001000101011?0?011101?0?1???10?10111110?11?0
N0064 1?010?11101?01100?0001110??1001010010011?00000?110?101??01?11?010000011?110001011100000000??11?00100?011?0011000?0101100?10??010010000?11110000110110?100110011
N0065 10101?0?01?01?10?1?0101?0?1?110?11??0??10001001?11110010100?1?00?10010?01?00?0010000?1?0?0011101010?10000?10??0111?1??0110?100?0110?100?0001001111?011010010011
N0066 1101111?11011111110?0000?1100?11101?010???1011011??0?0?0??1??110?10000?110?1?011100?01001111010110??1?1?10000??100111??0??1?1?100110?11?01?11100?0010000100110?
N0067 101010?1011?0??0110?00010?1001101011?001101110101110?0010?0100001100??011?1011?1?100111110100111110101101011011010111?111111100011?010?000?101100011101110?10??
N0068 ?1?11?1101?001000?10111?10000??00100001001?10111011?0001010??0110?000?0011?00?111010?0010101100010110?0110?0000?1011?0101?00011?0?00?1?00100?1010?00?000?001011
N0069 1001110001111??11111?10?00?01010001100?100??1??10110011?1?011?01?011100??00011110001?0?0?000010111111?11?101101001?10010110100011000110010101001001?11001001?00
N0070 11110100011?01110?0001?000?001?0110?10111001011?0?01011000111110100?1?110?1??000?011000100?1000??11?010?101?1?1101?0??1??011?00001?10?111?10?11010100?101?1?001
N0071 00??01?1?100000101?1?111111?01111101?00???001111????0?000001???0?1011?010101?1?0?01?111?1110?010011?0100?01?0??1?10011111?0001010010?1011101?1?0?011101?001111?

Percentual de inderteminacao ('?'): 20
