146 113
ancestor                         1000000000000000101111000000000000000000000000000????0000??000000000000000000000000000000000000000000000000000000001111110000000000000000000000000
stonedahli                           00101001100001001011000000000001011011101110011111111100000000000000000000000111100111011111111100011101000111100011000000110110000010111100010000
yunganensis                           0010000000000000100000000000010101101000111000000000010000000000000000000000011110011101111111110001111000011100001100000011011000??111110??010000
clavatus                           00100001000001001000000000100001011011101110011101111001000011111111101110000111100111011111111100011100100111100011000000110110100011111000010000
confusus                           00100001000001001011000000110101011011101110011101100100000011100111001100000111100111011111111100011100000111100011000000110110100011111000010000
disjunctus                           00100001000001001011000000110110011011101110011101100100000011100011001100000111100111011111111100011000000111100011000000110110100011111000010000
erraticus                           001000010000010010110000000001010110111011100111011110010000000000000000000001111001110111111111000111000001111000110000001101100010??111000010000
miyamotoi                           00100001000000001000000000100101011011101110011101111101000000000000000000000111100111011111111100011100000111100011000000110110001011111000010000
mongolicus                           00100001000001001000000000100001011011101110011101111000000000000000000000000110000111011111111100011100000111100011000000110110001011111000010000
niger                          00100001000001001000000000100100011011101110000001111100000010001011111111000110000111011111111100011100000111100011000000110110100010111000010000
okamotoi                           001000010000000010000000001000010110111011100000011000000000000000000000000001111001110111111111000111000001111000110000001101101000??111000010000
perplexus                           00101001100001001000000000110101011011101110011101111101000010000011111111000111100111011111111100010000000111100011000000110110100011111000010000
pusillus                           00100001000001001000000000100001011011101110011101111000000010000011111111000111100111011111111100011100000111100011000000110110001011111000010000
setulosus                           00100001000001001000000000100001011011101110000001111000000011100111001100000111100111011111111100011100000111100011000000110110100011111000010000
sinuaticol                           00100001000001001011000000110001111011101110011111111111100010001011111111000111100111011111111100011100000111100011000000110110100011111000010000
choii                           00100001000000001011000001110111011011101110000001111001000000000000000000000110000111011111111100011100000111100011000000110110110011111000010000
koreanus                           00100001000001001011000001110101011011101110011101111101000011100111001100000111100111011111111100011100000111100011000000110110001010111000010000
balli                           00100001000001001011000000100100011011101110000000011101000011000110001000000111100111011111111100011100000111100011000000110110100011111000010000
brunneus                           00101001100001001011000000100101011011101110011101111000000000000100000000000111100111011111111100011100100111100011000000110110100011111000010000
chiricahuae                           00100001000001001011000000100101011011101110000001111000000011110111101110000111100111011111111100011100000111100011000000110110100011111000010000
discrmins                           00100001000001001011000000100111011011101110000000011001000010000011111111000111100111011111111100011100000111100011000000110110100011111000010000
explanatus                           10100001000001001000000000000111011011101110000000011100000010000011111111000111100111011111111100011100000111100011000000110110100011111000010000
longisetos                           00101001000001001000000000100001011011101110011101111001000011100111001100000111100111011111111100011100100111100011000000110110100011111000010000
neoclavatus                           00100001000001001000000000100001011011101110000001111101000000000100000000000111100111011111111100011100100111101011000000110110100011111000010000
nevadensis                           00100001000001001000000000100001111011101110011101111100000011111111101110000111100111011111111100011100000111100011000000110110100011111000010000
salicis                           00101001000001001000000000100101011011101110011101111101000011111111101110000111100111011111111100011100100111100011000000110110100011111000010000
schwarzi                           00100001000001001011000000000001111011101110011101111101000011111111101110000111100111011111111100011100000111100011000000110110100011111000010000
setiger                           00100001000001001000000000100001011011101110000001111101000011100110001000000111100111011111111100011100100111100011000000110110100011111000010000
tomentosus                           00100001000001001000000000100101011011101110011100011100000011100111001100000111100111011111111100011100000111100011000000110110100011111000010000
vicarius                           00100001000001001000000000100001011011101110011101111100000011111111001100000111100111011111111100011100100111100011000000110110100011111000010000
walshii                           00101000000000101011000000100001011011101110000001111000000000000100000000000111100111011111111100011100100111100011000000110110100011111000010000
tread
(0 1 (3 (6 (2 ((4 (5 9 ))(13 ((12 14 )((11 15 )(10 (7 8 )))))((36 (33 (29 (34 
35 37 (32 (30 31 ))))))((16 ((27 28 )(21 (25 (26 (24 (22 23 )))))))((20 (18 
(17 19 )))(39 (38 ((40 41 )(81 (42 ((46 53 )((47 (44 45 ))(((48 49 )(56 (54 
55 )))(((43 51 )(50 52 ))((63 (60 ((61 (59 69 ))(70 ((71 72 )(66 73 ))))))((
76 82 )((83 (77 79 ))((88 (89 90 ))(100 (112 (97 ((92 (84 (78 80 )))(105 (99 
(109 ((62 (95 (101 (74 75 ))))((110 (98 (86 87 )))(104 (111 (85 107 ((106 108 
)(96 ((94 (91 (102 103 )))(93 ((64 (65 67 ))(68 (57 58 )))))))))))))))))))))
)))))))))))))))))));
